ENST00000456328	ENSG00000223972
ENST00000565247	ENSG00000261198
ENST00000567103	ENSG00000260289
ENST00000562361	ENSG00000260003
ENST00000566208	ENSG00000261319
ENST00000564185	ENSG00000260058
ENST00000566236	ENSG00000259819
ENST00000562516	ENSG00000261066
ENST00000567942	ENSG00000260350
ENST00000564919	ENSG00000259939
ENST00000570290	ENSG00000261481
ENST00000564485	ENSG00000260979
ENST00000562893	ENSG00000261392
ENST00000327827	ENSG00000182831
ENST00000565648	ENSG00000260349
ENST00000564305	ENSG00000261617
ENST00000568030	ENSG00000261397
ENST00000570118	ENSG00000261075
ENST00000570038	ENSG00000260071
ENST00000634367	ENSG00000283003
ENST00000561538	ENSG00000260362
ENST00000636913	ENSG00000283221
ENST00000569218	ENSG00000261810
ENST00000569215	ENSG00000260756
ENST00000566787	ENSG00000260468
ENST00000535363	ENSG00000256013
ENST00000566325	ENSG00000260310
ENST00000576710	ENSG00000263279
ENST00000618667	ENSG00000275673
ENST00000570440	ENSG00000263013
ENST00000573379	ENSG00000262222
ENST00000615581	ENSG00000274038
ENST00000572828	ENSG00000262020
ENST00000572466	ENSG00000263033
ENST00000332029	ENSG00000185338
ENST00000327157	ENSG00000178257
ENST00000312511	ENSG00000175646
ENST00000574681	ENSG00000262703
ENST00000572950	ENSG00000262999
ENST00000329565	ENSG00000184602
ENST00000572811	ENSG00000262420
ENST00000615722	ENSG00000277369
ENST00000574364	ENSG00000263307
ENST00000568144	ENSG00000261560
ENST00000562802	ENSG00000261216
ENST00000570197	ENSG00000260488
ENST00000312019	ENSG00000175604
ENST00000566957	ENSG00000261293
ENST00000569490	ENSG00000261394
ENST00000565359	ENSG00000260601
ENST00000563116	ENSG00000259876
ENST00000564505	ENSG00000259899
ENST00000615100	ENSG00000274834
ENST00000564016	ENSG00000260378
ENST00000569407	ENSG00000261158
ENST00000571939	ENSG00000262116
ENST00000571611	ENSG00000262011
ENST00000576600	ENSG00000263234
ENST00000575767	ENSG00000261856
ENST00000618736	ENSG00000276564
ENST00000570581	ENSG00000262529
ENST00000566054	ENSG00000260009
ENST00000572479	ENSG00000263257
ENST00000438167	ENSG00000069764
ENST00000568317	ENSG00000261523
ENST00000568759	ENSG00000261695
ENST00000542005	ENSG00000255277
ENST00000546674	ENSG00000257264
ENST00000548268	ENSG00000258354
ENST00000537889	ENSG00000183458
ENST00000617759	ENSG00000275910
ENST00000569858	ENSG00000260735
ENST00000552015	ENSG00000257391
ENST00000549756	ENSG00000257769
ENST00000576454	ENSG00000262380
ENST00000624682	ENSG00000280206
ENST00000574212	ENSG00000263335
ENST00000577048	ENSG00000263065
ENST00000573856	ENSG00000262171
ENST00000574883	ENSG00000262332
ENST00000571660	ENSG00000262848
ENST00000546612	ENSG00000257366
ENST00000530217	ENSG00000214967
ENST00000567465	ENSG00000260126
ENST00000567344	ENSG00000261448
ENST00000618290	ENSG00000275927
ENST00000568026	ENSG00000260945
ENST00000564852	ENSG00000261555
ENST00000563866	ENSG00000260242
ENST00000549796	ENSG00000257563
ENST00000552753	ENSG00000257527
ENST00000569096	ENSG00000260017
ENST00000565782	ENSG00000260352
ENST00000565802	ENSG00000261357
ENST00000568032	ENSG00000260430
ENST00000617407	ENSG00000278389
ENST00000381440	ENSG00000205730
ENST00000567236	ENSG00000261759
ENST00000565085	ENSG00000259871
ENST00000568635	ENSG00000260681
ENST00000561762	ENSG00000260592
ENST00000569345	ENSG00000260934
ENST00000621246	ENSG00000276571
ENST00000565916	ENSG00000261312
ENST00000570682	ENSG00000180269
ENST00000570859	ENSG00000263253
ENST00000302451	ENSG00000169340
ENST00000577173	ENSG00000263237
ENST00000565498	ENSG00000260510
ENST00000575612	ENSG00000263331
ENST00000572747	ENSG00000262983
ENST00000311620	ENSG00000175311
ENST00000613759	ENSG00000273956
ENST00000564271	ENSG00000261596
ENST00000567370	ENSG00000260306
ENST00000639452	ENSG00000257408
ENST00000616774	ENSG00000274460
ENST00000612618	ENSG00000275445
ENST00000602312	ENSG00000183921
ENST00000566764	ENSG00000260635
ENST00000551766	ENSG00000257122
ENST00000550753	ENSG00000257838
ENST00000567401	ENSG00000260973
ENST00000566098	ENSG00000260905
ENST00000261374	ENSG00000122254
ENST00000567395	ENSG00000261090
ENST00000300061	ENSG00000166828
ENST00000563471	ENSG00000260741
ENST00000561624	ENSG00000259782
ENST00000568262	ENSG00000260751
ENST00000561764	ENSG00000261723
ENST00000566143	ENSG00000261266
ENST00000563611	ENSG00000261583
ENST00000300113	ENSG00000166869
ENST00000005284	ENSG00000006116
ENST00000566929	ENSG00000260072
ENST00000414816	ENSG00000224310
ENST00000568895	ENSG00000261669
ENST00000619106	ENSG00000262587
ENST00000571219	ENSG00000262155
ENST00000613406	ENSG00000275494
ENST00000569456	ENSG00000259955
ENST00000612792	ENSG00000274925
ENST00000568036	ENSG00000261636
ENST00000443373	ENSG00000236481
ENST00000562900	ENSG00000260580
ENST00000565783	ENSG00000261482
ENST00000564381	ENSG00000261045
ENST00000567108	ENSG00000259940
ENST00000617035	ENSG00000274092
ENST00000563191	ENSG00000259954
ENST00000569881	ENSG00000261736
ENST00000613256	ENSG00000273553
ENST00000635780	ENSG00000283662
ENST00000501520	ENSG00000246465
ENST00000341901	ENSG00000188322
ENST00000602838	ENSG00000270118
ENST00000636078	ENSG00000261832
ENST00000452313	ENSG00000233232
ENST00000356897	ENSG00000197272
ENST00000613454	ENSG00000275441
ENST00000529716	ENSG00000255524
ENST00000507031	ENSG00000251417
ENST00000568183	ENSG00000260796
ENST00000614819	ENSG00000275807
ENST00000563565	ENSG00000260570
ENST00000567731	ENSG00000261766
ENST00000567209	ENSG00000260367
ENST00000569969	ENSG00000261067
ENST00000561471	ENSG00000261552
ENST00000562902	ENSG00000284649
ENST00000641956	ENSG00000284685
ENST00000566070	ENSG00000259807
ENST00000620963	ENSG00000273582
ENST00000567984	ENSG00000260953
ENST00000622268	ENSG00000277999
ENST00000604430	ENSG00000198106
ENST00000330978	ENSG00000183336
ENST00000549950	ENSG00000258150
ENST00000329410	ENSG00000185905
ENST00000565600	ENSG00000260719
ENST00000400752	ENSG00000174992
ENST00000619159	ENSG00000275857
ENST00000566537	ENSG00000259952
ENST00000562594	ENSG00000280607
ENST00000320330	ENSG00000280789
ENST00000611923	ENSG00000278713
ENST00000567795	ENSG00000260114
ENST00000450909	ENSG00000247735
ENST00000300575	ENSG00000167194
ENST00000617969	ENSG00000274904
ENST00000515455	ENSG00000250616
ENST00000566190	ENSG00000261367
ENST00000610691	ENSG00000275371
ENST00000563252	ENSG00000260219
ENST00000611264	ENSG00000274653
ENST00000478753	ENSG00000179918
ENST00000569459	ENSG00000261346
ENST00000562525	ENSG00000260487
ENST00000563751	ENSG00000261332
ENST00000563540	ENSG00000260167
ENST00000615541	ENSG00000281991
ENST00000483578	ENSG00000260899
ENST00000262525	ENSG00000102870
ENST00000621583	ENSG00000274678
ENST00000572471	ENSG00000262721
ENST00000563777	ENSG00000260852
ENST00000562642	ENSG00000261487
ENST00000614997	ENSG00000275263
ENST00000570266	ENSG00000260911
ENST00000576336	ENSG00000262766
ENST00000563605	ENSG00000261385
ENST00000564743	ENSG00000260304
ENST00000565152	ENSG00000260060
ENST00000561916	ENSG00000261359
ENST00000567545	ENSG00000260757
ENST00000615068	ENSG00000277543
ENST00000569291	ENSG00000261474
ENST00000564629	ENSG00000260267
ENST00000565137	ENSG00000260740
ENST00000569782	ENSG00000260625
ENST00000566641	ENSG00000261648
ENST00000567765	ENSG00000261475
ENST00000565692	ENSG00000261741
ENST00000563338	ENSG00000260568
ENST00000614576	ENSG00000276867
ENST00000569175	ENSG00000261731
ENST00000570073	ENSG00000259810
ENST00000566806	ENSG00000261727
ENST00000558425	ENSG00000270472
ENST00000563407	ENSG00000260847
ENST00000562604	ENSG00000260575
ENST00000568567	ENSG00000261127
ENST00000565549	ENSG00000261541
ENST00000561744	ENSG00000261263
ENST00000563937	ENSG00000260974
ENST00000561479	ENSG00000260845
ENST00000569859	ENSG00000260158
ENST00000567619	ENSG00000261259
ENST00000568904	ENSG00000260921
ENST00000562827	ENSG00000261682
ENST00000569850	ENSG00000260419
ENST00000569199	ENSG00000261507
ENST00000567464	ENSG00000260626
ENST00000568752	ENSG00000261200
ENST00000568893	ENSG00000261466
ENST00000568520	ENSG00000261405
ENST00000563019	ENSG00000260312
ENST00000567025	ENSG00000260781
ENST00000539813	ENSG00000256642
ENST00000568121	ENSG00000260854
ENST00000319817	ENSG00000179755
ENST00000567803	ENSG00000261566
ENST00000565523	ENSG00000261800
ENST00000562945	ENSG00000260073
ENST00000564059	ENSG00000261398
ENST00000568619	ENSG00000214581
ENST00000566562	ENSG00000261350
ENST00000567902	ENSG00000261445
ENST00000562591	ENSG00000260857
ENST00000569755	ENSG00000269622
ENST00000566449	ENSG00000259791
ENST00000564385	ENSG00000260611
ENST00000569353	ENSG00000261131
ENST00000562536	ENSG00000261173
ENST00000564193	ENSG00000259821
ENST00000563757	ENSG00000260744
ENST00000564739	ENSG00000261369
ENST00000573040	ENSG00000262038
ENST00000570024	ENSG00000261325
ENST00000562980	ENSG00000260450
ENST00000563906	ENSG00000261538
ENST00000565812	ENSG00000261802
ENST00000563994	ENSG00000261267
ENST00000565055	ENSG00000259912
ENST00000561876	ENSG00000260052
ENST00000607580	ENSG00000272545
ENST00000565146	ENSG00000261421
ENST00000564222	ENSG00000261815
ENST00000564875	ENSG00000260614
ENST00000569877	ENSG00000259957
ENST00000566607	ENSG00000259839
ENST00000564048	ENSG00000260769
ENST00000299191	ENSG00000166152
ENST00000573819	ENSG00000263110
ENST00000561523	ENSG00000261623
ENST00000615979	ENSG00000275155
ENST00000563124	ENSG00000261751
ENST00000568130	ENSG00000259843
ENST00000566770	ENSG00000260381
ENST00000568427	ENSG00000261393
ENST00000566876	ENSG00000261092
ENST00000569940	ENSG00000260029
ENST00000379963	ENSG00000205414
ENST00000602304	ENSG00000270120
ENST00000565327	ENSG00000261703
ENST00000569986	ENSG00000260042
ENST00000568471	ENSG00000260605
ENST00000569009	ENSG00000260620
ENST00000570060	ENSG00000261238
ENST00000569751	ENSG00000260850
ENST00000562726	ENSG00000224578
ENST00000568711	ENSG00000261470
ENST00000566439	ENSG00000261749
ENST00000569998	ENSG00000260975
ENST00000568286	ENSG00000260478
ENST00000565771	ENSG00000260393
ENST00000602826	ENSG00000260258
ENST00000568648	ENSG00000261291
ENST00000565421	ENSG00000260078
ENST00000571340	ENSG00000262714
ENST00000565073	ENSG00000259926
ENST00000610421	ENSG00000275191
ENST00000564801	ENSG00000261630
ENST00000565641	ENSG00000260194
ENST00000563879	ENSG00000261049
ENST00000557953	ENSG00000259759
ENST00000561336	ENSG00000259517
ENST00000329734	ENSG00000177508
ENST00000637770	ENSG00000283689
ENST00000616682	ENSG00000277559
ENST00000637822	ENSG00000283304
ENST00000560487	ENSG00000259711
ENST00000558730	ENSG00000259283
ENST00000637882	ENSG00000283423
ENST00000573934	ENSG00000263207
ENST00000611626	ENSG00000274508
ENST00000576365	ENSG00000261997
ENST00000457326	ENSG00000256812
ENST00000565441	ENSG00000261013
ENST00000567381	ENSG00000261439
ENST00000564074	ENSG00000260198
ENST00000606772	ENSG00000272372
ENST00000563090	ENSG00000260621
ENST00000618027	ENSG00000274031
ENST00000219162	ENSG00000102891
ENST00000569778	ENSG00000260823
ENST00000565768	ENSG00000260549
ENST00000379818	ENSG00000205364
ENST00000290705	ENSG00000205362
ENST00000463480	ENSG00000205361
ENST00000568608	ENSG00000259923
ENST00000379816	ENSG00000275691
ENST00000567563	ENSG00000259827
ENST00000565861	ENSG00000261270
ENST00000570210	ENSG00000261114
ENST00000562970	ENSG00000260145
ENST00000565829	ENSG00000260148
ENST00000616553	ENSG00000276663
ENST00000562409	ENSG00000260038
ENST00000219235	ENSG00000102962
ENST00000567090	ENSG00000260345
ENST00000563251	ENSG00000261633
ENST00000563062	ENSG00000260467
ENST00000613495	ENSG00000276166
ENST00000299237	ENSG00000166188
ENST00000219271	ENSG00000102996
ENST00000564672	ENSG00000260545
ENST00000569580	ENSG00000260927
ENST00000561923	ENSG00000260867
ENST00000566019	ENSG00000261078
ENST00000613275	ENSG00000276131
ENST00000622896	ENSG00000276259
ENST00000568279	ENSG00000261807
ENST00000614215	ENSG00000278499
ENST00000567862	ENSG00000261310
ENST00000591758	ENSG00000224631
ENST00000562568	ENSG00000260600
ENST00000562349	ENSG00000260115
ENST00000415422	ENSG00000231589
ENST00000602701	ENSG00000269986
ENST00000561595	ENSG00000261743
ENST00000563061	ENSG00000261014
ENST00000568699	ENSG00000261653
ENST00000565257	ENSG00000260715
ENST00000561657	ENSG00000261028
ENST00000564046	ENSG00000259846
ENST00000564293	ENSG00000260187
ENST00000562656	ENSG00000260364
ENST00000563811	ENSG00000261818
ENST00000568659	ENSG00000260004
ENST00000568767	ENSG00000260695
ENST00000499966	ENSG00000246898
ENST00000561527	ENSG00000260851
ENST00000568560	ENSG00000260755
ENST00000563151	ENSG00000261519
ENST00000612427	ENSG00000277978
ENST00000568430	ENSG00000260650
ENST00000569274	ENSG00000260465
ENST00000565082	ENSG00000260558
ENST00000501143	ENSG00000246777
ENST00000551187	ENSG00000258122
ENST00000566869	ENSG00000265408
ENST00000449549	ENSG00000237172
ENST00000523360	ENSG00000265690
ENST00000573063	ENSG00000262691
ENST00000567261	ENSG00000261320
ENST00000290953	ENSG00000159723
ENST00000567122	ENSG00000261396
ENST00000563083	ENSG00000259945
ENST00000564717	ENSG00000260894
ENST00000562846	ENSG00000259804
ENST00000388909	ENSG00000237718
ENST00000602844	ENSG00000270165
ENST00000303596	ENSG00000168286
ENST00000572067	ENSG00000263126
ENST00000575231	ENSG00000261884
ENST00000574912	ENSG00000263201
ENST00000332395	ENSG00000182810
ENST00000548144	ENSG00000261864
ENST00000575953	ENSG00000262514
ENST00000569088	ENSG00000260891
ENST00000571975	ENSG00000263276
ENST00000571197	ENSG00000262160
ENST00000564147	ENSG00000261469
ENST00000563203	ENSG00000259797
ENST00000619354	ENSG00000274698
ENST00000569654	ENSG00000260084
ENST00000612545	ENSG00000275383
ENST00000562172	ENSG00000260577
ENST00000563916	ENSG00000260798
ENST00000562790	ENSG00000260999
ENST00000568179	ENSG00000266801
ENST00000469997	ENSG00000244378
ENST00000562422	ENSG00000265113
ENST00000306875	ENSG00000272617
ENST00000288022	ENSG00000258429
ENST00000617574	ENSG00000274093
ENST00000562696	ENSG00000261602
ENST00000575838	ENSG00000262136
ENST00000525562	ENSG00000226232
ENST00000435634	ENSG00000223496
ENST00000443119	ENSG00000260537
ENST00000566960	ENSG00000260111
ENST00000567186	ENSG00000260156
ENST00000574178	ENSG00000262890
ENST00000567556	ENSG00000259798
ENST00000567721	ENSG00000261260
ENST00000567469	ENSG00000261348
ENST00000561754	ENSG00000260734
ENST00000569271	ENSG00000260520
ENST00000568523	ENSG00000260015
ENST00000561529	ENSG00000260886
ENST00000562763	ENSG00000260593
ENST00000567077	ENSG00000260185
ENST00000566738	ENSG00000261513
ENST00000563557	ENSG00000260612
ENST00000620267	ENSG00000277481
ENST00000561827	ENSG00000260252
ENST00000563347	ENSG00000261673
ENST00000563328	ENSG00000259768
ENST00000624116	ENSG00000279206
ENST00000606707	ENSG00000272330
ENST00000604855	ENSG00000271009
ENST00000641075	ENSG00000284675
ENST00000567227	ENSG00000260848
ENST00000637695	ENSG00000283457
ENST00000565061	ENSG00000259817
ENST00000641699	ENSG00000284670
ENST00000561669	ENSG00000261248
ENST00000616116	ENSG00000275236
ENST00000564455	ENSG00000260884
ENST00000563701	ENSG00000261079
ENST00000499110	ENSG00000247033
ENST00000563098	ENSG00000261058
ENST00000361017	ENSG00000168925
ENST00000568140	ENSG00000259999
ENST00000561956	ENSG00000261783
ENST00000561887	ENSG00000261717
ENST00000621929	ENSG00000274220
ENST00000563554	ENSG00000261476
ENST00000530512	ENSG00000203472
ENST00000612367	ENSG00000273971
ENST00000571737	ENSG00000262583
ENST00000336257	ENSG00000135702
ENST00000564489	ENSG00000259992
ENST00000621911	ENSG00000276408
ENST00000611726	ENSG00000276523
ENST00000300086	ENSG00000166848
ENST00000640173	ENSG00000284484
ENST00000633875	ENSG00000282757
ENST00000640559	ENSG00000283755
ENST00000568714	ENSG00000260983
ENST00000622310	ENSG00000273659
ENST00000512279	ENSG00000250514
ENST00000567777	ENSG00000259995
ENST00000378644	ENSG00000205078
ENST00000569032	ENSG00000261063
ENST00000561672	ENSG00000260922
ENST00000564358	ENSG00000260701
ENST00000563289	ENSG00000261154
ENST00000563690	ENSG00000261707
ENST00000563114	ENSG00000261540
ENST00000612986	ENSG00000276007
ENST00000567099	ENSG00000260969
ENST00000563408	ENSG00000260733
ENST00000568764	ENSG00000261837
ENST00000568885	ENSG00000260816
ENST00000561938	ENSG00000261537
ENST00000567386	ENSG00000260694
ENST00000563230	ENSG00000260479
ENST00000562685	ENSG00000260511
ENST00000622621	ENSG00000277954
ENST00000569677	ENSG00000261722
ENST00000569938	ENSG00000261472
ENST00000617603	ENSG00000277214
ENST00000615570	ENSG00000278058
ENST00000618386	ENSG00000275040
ENST00000567966	ENSG00000261082
ENST00000565531	ENSG00000260237
ENST00000566030	ENSG00000261376
ENST00000568275	ENSG00000260183
ENST00000563684	ENSG00000260064
ENST00000568437	ENSG00000260594
ENST00000640345	ENSG00000284512
ENST00000566639	ENSG00000261061
ENST00000564536	ENSG00000260643
ENST00000562450	ENSG00000261141
ENST00000501068	ENSG00000245059
ENST00000570148	ENSG00000260495
ENST00000563750	ENSG00000272923
ENST00000614642	ENSG00000276519
ENST00000199936	ENSG00000086696
ENST00000563841	ENSG00000261029
ENST00000565374	ENSG00000261176
ENST00000567359	ENSG00000260862
ENST00000565238	ENSG00000260832
ENST00000565904	ENSG00000261103
ENST00000563342	ENSG00000259914
ENST00000622369	ENSG00000274677
ENST00000565382	ENSG00000260018
ENST00000563772	ENSG00000260858
ENST00000569200	ENSG00000260530
ENST00000568458	ENSG00000260504
ENST00000565700	ENSG00000261286
ENST00000568771	ENSG00000261243
ENST00000564809	ENSG00000261471
ENST00000562393	ENSG00000260859
ENST00000569104	ENSG00000260340
ENST00000612023	ENSG00000278214
ENST00000621095	ENSG00000275088
ENST00000366314	ENSG00000179219
ENST00000620845	ENSG00000278716
ENST00000602862	ENSG00000270124
ENST00000567093	ENSG00000260417
ENST00000253462	ENSG00000131153
ENST00000614011	ENSG00000275393
ENST00000602789	ENSG00000269898
ENST00000602706	ENSG00000270184
ENST00000602617	ENSG00000270159
ENST00000598933	ENSG00000268804
ENST00000599411	ENSG00000269667
ENST00000563931	ENSG00000261177
ENST00000600234	ENSG00000268078
ENST00000599841	ENSG00000268505
ENST00000601250	ENSG00000269186
ENST00000602425	ENSG00000270058
ENST00000597373	ENSG00000268754
ENST00000599486	ENSG00000268532
ENST00000595705	ENSG00000269826
ENST00000262426	ENSG00000103241
ENST00000602739	ENSG00000270020
ENST00000563280	ENSG00000260944
ENST00000320354	ENSG00000176692
ENST00000320241	ENSG00000176678
ENST00000566485	ENSG00000260387
ENST00000565822	ENSG00000261161
ENST00000621177	ENSG00000274478
ENST00000563331	ENSG00000260026
ENST00000430050	ENSG00000232190
ENST00000566798	ENSG00000261363
ENST00000566092	ENSG00000261095
ENST00000562873	ENSG00000261651
ENST00000602282	ENSG00000270006
ENST00000602665	ENSG00000270082
ENST00000602779	ENSG00000269901
ENST00000569147	ENSG00000261592
ENST00000612833	ENSG00000276337
ENST00000602388	ENSG00000269935
ENST00000620306	ENSG00000277504
ENST00000538868	ENSG00000226180
ENST00000563036	ENSG00000260671
ENST00000561567	ENSG00000260177
ENST00000563687	ENSG00000260466
ENST00000562644	ENSG00000260603
ENST00000568267	ENSG00000261193
ENST00000566155	ENSG00000260166
ENST00000563521	ENSG00000260162
ENST00000568587	ENSG00000261816
ENST00000569362	ENSG00000260420
ENST00000563190	ENSG00000261273
ENST00000563243	ENSG00000261744
ENST00000332281	ENSG00000185669
ENST00000561699	ENSG00000259813
ENST00000616106	ENSG00000278341
ENST00000564984	ENSG00000260121
ENST00000566114	ENSG00000260617
ENST00000378347	ENSG00000205018
ENST00000562040	ENSG00000259989
ENST00000537498	ENSG00000256982
ENST00000562782	ENSG00000261546
ENST00000378340	ENSG00000205015
ENST00000570267	ENSG00000259877
ENST00000563182	ENSG00000260659
ENST00000602042	ENSG00000268218
ENST00000562211	ENSG00000261574
ENST00000567166	ENSG00000261692
ENST00000611189	ENSG00000274627
ENST00000567544	ENSG00000260259
ENST00000615131	ENSG00000275734
ENST00000570217	ENSG00000267048
ENST00000556922	ENSG00000198211
ENST00000554623	ENSG00000259006
ENST00000565150	ENSG00000261317
ENST00000562203	ENSG00000260507
ENST00000623180	ENSG00000280279
ENST00000624936	ENSG00000280136
ENST00000595228	ENSG00000268320
ENST00000576171	ENSG00000273172
ENST00000572499	ENSG00000262294
ENST00000571512	ENSG00000262558
ENST00000571282	ENSG00000263015
ENST00000570974	ENSG00000263300
ENST00000574008	ENSG00000262905
ENST00000570809	ENSG00000262228
ENST00000574560	ENSG00000262434
ENST00000612517	ENSG00000277491
ENST00000573877	ENSG00000262133
ENST00000576252	ENSG00000262003
ENST00000327158	ENSG00000177370
ENST00000438344	ENSG00000235361
ENST00000575911	ENSG00000262213
ENST00000391429	ENSG00000205899
ENST00000333813	ENSG00000184811
ENST00000425081	ENSG00000236618
ENST00000615078	ENSG00000277597
ENST00000330676	ENSG00000185561
ENST00000576540	ENSG00000262791
ENST00000331238	ENSG00000185924
ENST00000574520	ENSG00000262445
ENST00000574483	ENSG00000262869
ENST00000572195	ENSG00000262664
ENST00000572404	ENSG00000262533
ENST00000572790	ENSG00000263050
ENST00000571815	ENSG00000262810
ENST00000433167	ENSG00000236838
ENST00000413674	ENSG00000236457
ENST00000414776	ENSG00000225084
ENST00000611041	ENSG00000274758
ENST00000571775	ENSG00000262456
ENST00000610120	ENSG00000272770
ENST00000608984	ENSG00000272911
ENST00000572876	ENSG00000262050
ENST00000614400	ENSG00000277200
ENST00000609567	ENSG00000272920
ENST00000574885	ENSG00000262884
ENST00000575751	ENSG00000262628
ENST00000328890	ENSG00000183024
ENST00000381951	ENSG00000172150
ENST00000531680	ENSG00000255095
ENST00000323404	ENSG00000180090
ENST00000624752	ENSG00000180068
ENST00000572493	ENSG00000180042
ENST00000322608	ENSG00000180016
ENST00000248384	ENSG00000127780
ENST00000573568	ENSG00000263338
ENST00000575593	ENSG00000261916
ENST00000225519	ENSG00000197417
ENST00000575741	ENSG00000262903
ENST00000571741	ENSG00000262692
ENST00000325418	ENSG00000177602
ENST00000575043	ENSG00000262358
ENST00000571890	ENSG00000263312
ENST00000573371	ENSG00000263165
ENST00000616113	ENSG00000274363
ENST00000416958	ENSG00000229782
ENST00000574133	ENSG00000262921
ENST00000573270	ENSG00000261863
ENST00000441700	ENSG00000235085
ENST00000497885	ENSG00000244184
ENST00000570493	ENSG00000261898
ENST00000331264	ENSG00000182327
ENST00000576752	ENSG00000262429
ENST00000430920	ENSG00000234203
ENST00000575985	ENSG00000262678
ENST00000574260	ENSG00000262227
ENST00000438266	ENSG00000227495
ENST00000574352	ENSG00000262693
ENST00000318833	ENSG00000180787
ENST00000575056	ENSG00000263164
ENST00000572792	ENSG00000263220
ENST00000575890	ENSG00000263272
ENST00000571506	ENSG00000262099
ENST00000634965	ENSG00000282936
ENST00000542475	ENSG00000256806
ENST00000576138	ENSG00000261996
ENST00000321535	ENSG00000177294
ENST00000573755	ENSG00000263316
ENST00000572547	ENSG00000267047
ENST00000573222	ENSG00000262089
ENST00000576271	ENSG00000263342
ENST00000572417	ENSG00000263171
ENST00000575310	ENSG00000262880
ENST00000323675	ENSG00000181323
ENST00000636696	ENSG00000283439
ENST00000570444	ENSG00000262624
ENST00000576615	ENSG00000263301
ENST00000575331	ENSG00000272884
ENST00000412468	ENSG00000259224
ENST00000293826	ENSG00000248871
ENST00000610459	ENSG00000276384
ENST00000581621	ENSG00000264772
ENST00000250111	ENSG00000129244
ENST00000571370	ENSG00000262251
ENST00000226091	ENSG00000108947
ENST00000498671	ENSG00000240480
ENST00000577807	ENSG00000263427
ENST00000399413	ENSG00000214999
ENST00000581248	ENSG00000266824
ENST00000389017	ENSG00000196544
ENST00000315707	ENSG00000178977
ENST00000602597	ENSG00000269947
ENST00000458568	ENSG00000226871
ENST00000585275	ENSG00000266279
ENST00000328794	ENSG00000183318
ENST00000329805	ENSG00000185156
ENST00000585297	ENSG00000266389
ENST00000578788	ENSG00000265975
ENST00000173229	ENSG00000065320
ENST00000574307	ENSG00000262966
ENST00000614522	ENSG00000273816
ENST00000579641	ENSG00000263708
ENST00000445617	ENSG00000225751
ENST00000576477	ENSG00000262815
ENST00000574460	ENSG00000263051
ENST00000607496	ENSG00000271851
ENST00000584676	ENSG00000265349
ENST00000572923	ENSG00000262296
ENST00000634974	ENSG00000282882
ENST00000609065	ENSG00000278944
ENST00000399363	ENSG00000214978
ENST00000635215	ENSG00000283025
ENST00000609088	ENSG00000273388
ENST00000577743	ENSG00000264067
ENST00000587182	ENSG00000272975
ENST00000403437	ENSG00000133020
ENST00000255381	ENSG00000264424
ENST00000226207	ENSG00000109061
ENST00000569543	ENSG00000261433
ENST00000584139	ENSG00000263388
ENST00000584384	ENSG00000264176
ENST00000582334	ENSG00000266114
ENST00000580256	ENSG00000233670
ENST00000577346	ENSG00000264727
ENST00000579621	ENSG00000263684
ENST00000580270	ENSG00000266368
ENST00000585228	ENSG00000265400
ENST00000445508	ENSG00000227274
ENST00000584772	ENSG00000265489
ENST00000617898	ENSG00000277621
ENST00000582915	ENSG00000263707
ENST00000607906	ENSG00000273098
ENST00000440522	ENSG00000234634
ENST00000580134	ENSG00000265494
ENST00000457609	ENSG00000233852
ENST00000581533	ENSG00000266744
ENST00000458492	ENSG00000231595
ENST00000571192	ENSG00000262786
ENST00000360954	ENSG00000125430
ENST00000583262	ENSG00000266709
ENST00000584683	ENSG00000266378
ENST00000436469	ENSG00000230647
ENST00000455092	ENSG00000226130
ENST00000379640	ENSG00000205325
ENST00000445035	ENSG00000238212
ENST00000446671	ENSG00000232058
ENST00000568256	ENSG00000259944
ENST00000579752	ENSG00000265163
ENST00000579159	ENSG00000265445
ENST00000431343	ENSG00000230971
ENST00000453339	ENSG00000237377
ENST00000580422	ENSG00000266667
ENST00000522212	ENSG00000259024
ENST00000584643	ENSG00000266538
ENST00000455584	ENSG00000251537
ENST00000584540	ENSG00000266261
ENST00000433051	ENSG00000233193
ENST00000582780	ENSG00000265519
ENST00000612568	ENSG00000276855
ENST00000418821	ENSG00000237057
ENST00000584636	ENSG00000227790
ENST00000616896	ENSG00000275413
ENST00000442828	ENSG00000227782
ENST00000583934	ENSG00000265401
ENST00000580996	ENSG00000264739
ENST00000441875	ENSG00000239203
ENST00000585048	ENSG00000266651
ENST00000580311	ENSG00000266803
ENST00000577569	ENSG00000264765
ENST00000602730	ENSG00000272815
ENST00000578710	ENSG00000264673
ENST00000582895	ENSG00000264729
ENST00000579062	ENSG00000227300
ENST00000635352	ENSG00000283033
ENST00000428142	ENSG00000230709
ENST00000419151	ENSG00000230969
ENST00000562897	ENSG00000260328
ENST00000428367	ENSG00000225442
ENST00000584203	ENSG00000263624
ENST00000321560	ENSG00000179598
ENST00000584952	ENSG00000266498
ENST00000582325	ENSG00000265511
ENST00000583662	ENSG00000264666
ENST00000456090	ENSG00000223979
ENST00000443696	ENSG00000237328
ENST00000543475	ENSG00000226746
ENST00000583598	ENSG00000264167
ENST00000354746	ENSG00000197815
ENST00000566532	ENSG00000260647
ENST00000406438	ENSG00000176994
ENST00000579352	ENSG00000264177
ENST00000577684	ENSG00000220161
ENST00000583394	ENSG00000279999
